"","harass5","emailmin","emailhr","educ","polviews","advfront","snapchat","instagrm","wrkstat"
"1057","No",0,30,16,"Liberal",NA,"No","No","Working fulltime"
"1058",NA,0,0,14,"Moderate","Strongly agree",NA,NA,"Retired"
"1059","No",NA,NA,12,"Conservative",NA,"Yes","Yes","Working fulltime"
"1060",NA,0,7,12,"Moderate","Agree",NA,NA,"Working parttime"
"1061","Yes",0,10,18,"Liberal",NA,"No","No","Working fulltime"
"1062",NA,0,1,12,"Liberal","Agree",NA,NA,"Working parttime"
"1063","Yes",NA,NA,12,"Extremely liberal",NA,NA,NA,"Unempl, laid off"
"1064","No",NA,NA,14,"Moderate",NA,"No","No","School"
"1065","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"1066",NA,0,0,9,"Moderate","Strongly agree",NA,NA,"Unempl, laid off"
"1067","No",NA,NA,15,"Liberal",NA,"Yes","Yes","Unempl, laid off"
"1068","Yes",NA,NA,13,"Moderate",NA,"No","No","Working fulltime"
"1069",NA,0,2,14,"Moderate","Disagree",NA,NA,"Working fulltime"
"1070","Yes",NA,NA,13,"Liberal",NA,"No","No","Working fulltime"
"1071",NA,0,8,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1072",NA,0,0,9,"Moderate","Strongly agree",NA,NA,"Retired"
"1073",NA,0,2,16,"Conservative","Agree",NA,NA,"Working fulltime"
"1074","No",NA,NA,16,"Moderate",NA,NA,NA,"Working fulltime"
"1075","No",NA,NA,12,"Moderate",NA,NA,NA,"Other"
"1076","No",0,0,11,"Extrmly conservative",NA,NA,NA,"Keeping house"
"1077","No",NA,NA,10,"Slghtly conservative",NA,NA,NA,"Retired"
"1078",NA,NA,NA,11,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"1079",NA,NA,NA,13,"Moderate","Disagree",NA,NA,"Working fulltime"
"1080",NA,0,1,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1081",NA,0,2,13,"Moderate","Agree","No","No","Working fulltime"
"1082",NA,30,0,16,"Moderate","Agree",NA,NA,"Working fulltime"
"1083",NA,0,40,16,"Conservative","Strongly agree",NA,NA,"Retired"
"1084","No",NA,NA,12,"Slightly liberal",NA,NA,NA,"Retired"
"1085",NA,0,0,9,"Moderate","Disagree",NA,NA,"Keeping house"
"1086","No",NA,NA,8,"Conservative",NA,"No","No","Working fulltime"
"1087","No",0,1,12,"Moderate",NA,"No","No","Working parttime"
"1088",NA,20,0,13,"Moderate","Agree",NA,NA,"Working fulltime"
"1089","No",NA,NA,18,"Liberal",NA,"No","No","Working fulltime"
"1090",NA,30,0,20,"Liberal","Strongly agree",NA,NA,"Retired"
"1091","No",NA,NA,11,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"1092",NA,0,2,12,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"1093","No",0,0,11,"Moderate",NA,"No","No","Temp not working"
"1094",NA,0,1,12,"Conservative","Disagree","No","No","Keeping house"
"1095","No",NA,NA,14,"Liberal",NA,NA,NA,"Working fulltime"
"1096","Yes",0,15,12,"Slghtly conservative",NA,NA,NA,"Working fulltime"
"1097","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"1098",NA,0,1,15,"Moderate","Disagree","No","No","Working parttime"
"1099",NA,30,9,19,"Liberal","Agree",NA,NA,"Retired"
"1100","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"1101","No",0,3,20,"Conservative",NA,"No","No","Retired"
"1102",NA,10,0,12,"Slghtly conservative","Strongly agree",NA,NA,"Keeping house"
"1103",NA,30,0,12,"Extrmly conservative","Strongly agree",NA,NA,"Retired"
"1104","No",NA,NA,13,"Conservative",NA,"No","No","Working fulltime"
"1105","No",NA,NA,8,"Extremely liberal",NA,NA,NA,"Keeping house"
"1106","No",0,5,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"1107",NA,0,2,12,NA,"Strongly agree",NA,NA,"Working fulltime"
"1108",NA,0,1,13,"Conservative","Agree","No","No","Keeping house"
"1109","Does not apply (i do not have a job/superior/co-worker)",NA,NA,16,"Moderate",NA,"No","No","Retired"
"1110","No",30,1,15,"Moderate",NA,NA,NA,"Other"
"1111",NA,0,0,12,"Slghtly conservative","Agree",NA,NA,"Retired"
"1112","Yes",NA,NA,14,"Moderate",NA,"No","Yes","Unempl, laid off"
"1113","No",NA,NA,18,"Conservative",NA,"No","No","Working parttime"
"1114","No",NA,NA,13,"Moderate",NA,"No","No","Retired"
"1115","Yes",NA,NA,16,"Moderate",NA,"Yes","Yes","Working fulltime"
"1116","No",30,2,16,"Liberal",NA,"No","No","Working parttime"
"1117",NA,0,7,16,"Extremely liberal","Strongly agree",NA,NA,"Temp not working"
"1118","No",NA,NA,18,"Conservative",NA,"No","No","Temp not working"
"1119",NA,0,2,15,"Slghtly conservative","Agree","No","No","Retired"
"1120","No",0,4,13,"Extrmly conservative",NA,NA,NA,"Retired"
"1121",NA,0,0,15,"Moderate","Agree",NA,NA,"Retired"
"1122",NA,0,20,14,"Slightly liberal","Strongly agree",NA,NA,"Working parttime"
"1123","No",NA,NA,20,"Extremely liberal",NA,"No","Yes","Working fulltime"
"1124","No",0,2,17,"Slightly liberal",NA,"Yes","Yes","School"
"1125",NA,0,1,12,"Liberal","Agree",NA,NA,"School"
"1126","No",NA,NA,11,"Moderate",NA,"No","No","Working parttime"
"1127",NA,0,1,12,"Liberal","Agree","No","Yes","Keeping house"
"1128",NA,10,0,9,"Liberal","Disagree",NA,NA,"Working parttime"
"1129","No",NA,NA,NA,NA,NA,NA,NA,NA
"1130",NA,0,40,16,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"1131","No",NA,NA,14,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"1132",NA,0,3,13,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1133",NA,15,0,14,"Slightly liberal","Agree",NA,NA,"Retired"
"1134","No",NA,NA,10,NA,NA,"No","No","Working fulltime"
"1135","No",0,1,12,"Moderate",NA,"Yes","Yes","Working parttime"
"1136",NA,0,1,12,"Moderate","Agree",NA,NA,"Working fulltime"
"1137","Yes",NA,NA,16,"Moderate",NA,"No","No","Working fulltime"
"1138",NA,45,1,16,"Extrmly conservative","Agree",NA,NA,"Working fulltime"
"1139","No",NA,NA,11,"Conservative",NA,NA,NA,"Working fulltime"
"1140","No",15,0,12,"Moderate",NA,"No","No","Keeping house"
"1141",NA,20,0,14,"Moderate","Strongly agree",NA,NA,"Temp not working"
"1142","No",NA,NA,9,"Extrmly conservative",NA,NA,NA,"Working parttime"
"1143","Yes",0,1,12,"Moderate",NA,"No","Yes","Temp not working"
"1144",NA,0,2,10,"Moderate","Agree",NA,NA,"Working parttime"
"1145","No",NA,NA,10,"Moderate",NA,"No","No","Working fulltime"
"1146","No",0,1,12,"Conservative",NA,"No","No","Working fulltime"
"1147","No",NA,NA,17,"Liberal",NA,"No","Yes","Working fulltime"
"1148","No",20,0,12,"Moderate",NA,"No","No","Working fulltime"
"1149",NA,0,4,12,"Conservative","Agree",NA,NA,"Retired"
"1150",NA,0,25,12,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"1151","No",NA,NA,13,"Moderate",NA,"Yes","No","Working fulltime"
"1152","No",0,5,16,"Moderate",NA,"Yes","Yes","Working fulltime"
"1153","Yes",NA,NA,7,"Liberal",NA,NA,NA,"Keeping house"
"1154",NA,0,1,13,"Moderate","Strongly agree","No","No","Working fulltime"
"1155","No",NA,NA,12,"Moderate",NA,"No","No","Unempl, laid off"
"1156","No",0,40,11,"Moderate",NA,"Yes","Yes","Working fulltime"
"1157",NA,0,40,12,"Moderate","Agree",NA,NA,"Working fulltime"
"1158","No",NA,NA,12,NA,NA,"No","No","Working fulltime"
"1159",NA,0,2,14,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1160","No",NA,NA,12,"Moderate",NA,NA,NA,"Other"
"1161","Yes",0,7,12,NA,NA,"No","No","Working fulltime"
"1162",NA,0,14,16,"Extremely liberal","Agree",NA,NA,"Working fulltime"
"1163","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"1164",NA,0,5,12,"Extrmly conservative","Agree","No","No","Keeping house"
"1165",NA,0,10,20,"Extremely liberal","Strongly agree",NA,NA,"Working fulltime"
"1166","No",NA,NA,12,"Moderate",NA,"No","No","Unempl, laid off"
"1167","No",0,1,15,"Moderate",NA,"Yes","Yes","Working fulltime"
"1168","Yes",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"1169",NA,0,2,16,"Slghtly conservative","Disagree","No","Yes","Temp not working"
"1170",NA,0,15,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1171","Yes",NA,NA,7,"Extremely liberal",NA,NA,NA,"Working fulltime"
"1172","No",NA,NA,19,"Slightly liberal",NA,"No","Yes","Working fulltime"
"1173",NA,0,1,11,"Moderate","Agree",NA,NA,"Retired"
"1174","No",NA,NA,16,"Moderate",NA,"No","No","Keeping house"
"1175",NA,5,0,13,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"1176",NA,0,0,16,"Extrmly conservative","Agree",NA,NA,"Retired"
"1177",NA,0,12,17,"Extremely liberal","Agree",NA,NA,"Unempl, laid off"
"1178",NA,0,6,11,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1179","No",NA,NA,14,"Moderate",NA,"No","No","Retired"
"1180",NA,0,1,12,"Conservative","Agree",NA,NA,"Retired"
"1181","No",NA,NA,6,"Slghtly conservative",NA,NA,NA,"Keeping house"
"1182","No",0,15,13,"Slightly liberal",NA,"No","No","Retired"
"1183",NA,0,0,15,"Liberal","Agree","No","No","Retired"
"1184","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"1185","Yes",NA,NA,18,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"1186",NA,NA,NA,6,NA,"Agree",NA,NA,"Retired"
"1187","No",NA,NA,15,"Moderate",NA,"Yes","No","Working fulltime"
"1188","Does not apply (i do not have a job/superior/co-worker)",NA,NA,15,"Slghtly conservative",NA,"No","No","Retired"
"1189",NA,10,0,15,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"1190","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"1191","No",0,1,12,"Conservative",NA,"No","No","Working fulltime"
"1192","Yes",NA,NA,15,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"1193","No",0,8,15,"Liberal",NA,"No","No","Working fulltime"
"1194",NA,0,14,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1195","Yes",NA,NA,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"1196","Yes",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"1197",NA,0,10,16,"Moderate","Agree",NA,NA,"Working fulltime"
"1198","Yes",NA,NA,16,"Conservative",NA,"Yes","Yes","Working parttime"
"1199",NA,30,1,11,"Slightly liberal","Agree",NA,NA,"Unempl, laid off"
"1200","No",NA,NA,16,"Extrmly conservative",NA,"No","Yes","Working fulltime"
"1201","No",NA,NA,16,"Slghtly conservative",NA,"No","No","Working parttime"
"1202","Yes",NA,NA,16,"Liberal",NA,"No","No","Other"
"1203","Yes",15,0,14,"Moderate",NA,"No","No","Working fulltime"
"1204","No",NA,NA,17,"Slightly liberal",NA,"No","No","Retired"
"1205","No",0,2,16,"Slghtly conservative",NA,"No","No","Working fulltime"
"1206",NA,1,0,7,NA,"Strongly agree",NA,NA,"Retired"
"1207","No",NA,NA,18,"Conservative",NA,"No","Yes","Working parttime"
"1208","No",5,0,12,"Slghtly conservative",NA,"No","No","Retired"
"1209",NA,30,0,12,"Moderate","Agree",NA,NA,"Working fulltime"
"1210",NA,0,0,16,"Slghtly conservative","Disagree",NA,NA,"Retired"
"1211",NA,0,20,14,"Moderate","Agree","No","No","Working fulltime"
"1212","No",0,0,12,"Slightly liberal",NA,NA,NA,"Working fulltime"
"1213","No",NA,NA,14,"Moderate",NA,"No","No","Retired"
"1214",NA,NA,NA,12,"Conservative","Disagree",NA,NA,"Working fulltime"
"1215",NA,0,10,13,"Liberal","Strongly agree",NA,NA,"Retired"
"1216","No",10,0,11,"Moderate",NA,"No","No","Working fulltime"
"1217",NA,NA,NA,12,"Conservative","Disagree",NA,NA,"Retired"
"1218","No",0,0,14,"Liberal",NA,"No","No","Unempl, laid off"
"1219",NA,0,25,19,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1220",NA,0,6,12,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1221","No",NA,NA,17,"Moderate",NA,NA,NA,"Working parttime"
"1222",NA,0,2,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1223","No",0,0,16,"Conservative",NA,NA,NA,"Retired"
"1224",NA,0,20,14,"Moderate","Agree",NA,NA,"Working fulltime"
"1225",NA,0,2,20,"Slghtly conservative","Agree","No","Yes","Working fulltime"
"1226","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working parttime"
"1227","Yes",1,0,18,"Liberal",NA,"No","No","Working fulltime"
"1228","Yes",NA,NA,14,"Liberal",NA,"No","No","Retired"
"1229",NA,0,1,12,NA,"Agree","Yes","No","Unempl, laid off"
"1230","No",NA,NA,16,"Conservative",NA,"Yes","Yes","Working fulltime"
"1231","No",0,1,14,"Moderate",NA,"Yes","Yes","Working parttime"
"1232","Does not apply (i do not have a job/superior/co-worker)",NA,NA,9,NA,NA,NA,NA,"Retired"
"1233","No",0,0,12,"Slghtly conservative",NA,"No","No","Retired"
"1234","No",NA,NA,12,"Liberal",NA,"No","No","Working fulltime"
"1235",NA,30,1,12,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"1236","No",NA,NA,16,"Moderate",NA,"No","Yes","Working fulltime"
"1237","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"1238","No",0,1,16,"Slghtly conservative",NA,"No","No","Working fulltime"
"1239",NA,0,1,13,"Conservative","Disagree",NA,NA,"Working parttime"
"1240",NA,0,35,16,"Conservative","Agree",NA,NA,"Working fulltime"
"1241","No",NA,NA,16,"Moderate",NA,"No","No","Keeping house"
"1242","No",0,2,12,"Moderate",NA,"No","No","Working fulltime"
"1243","No",NA,NA,20,"Moderate",NA,"Yes","No","Working fulltime"
"1244",NA,0,20,16,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"1245","No",NA,NA,16,"Moderate",NA,"No","Yes","Working fulltime"
"1246","No",NA,NA,16,"Moderate",NA,"No","Yes","Working fulltime"
"1247","No",30,1,13,"Moderate",NA,"Yes","Yes","Working parttime"
"1248","Yes",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"1249","No",NA,NA,20,"Liberal",NA,"No","Yes","Working fulltime"
"1250",NA,0,10,16,"Extremely liberal","Agree","No","Yes","Working fulltime"
"1251","No",0,20,17,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"1252",NA,0,1,19,"Slghtly conservative","Agree",NA,NA,"Keeping house"
"1253","No",0,4,18,"Extrmly conservative",NA,"Yes","No","Working parttime"
"1254","No",NA,NA,10,"Slightly liberal",NA,NA,NA,"Working fulltime"
"1255",NA,45,0,11,"Slghtly conservative","Disagree",NA,NA,"Working fulltime"
"1256",NA,0,25,14,"Conservative","Strongly agree","No","No","Working fulltime"
"1257",NA,0,3,16,"Slghtly conservative","Agree",NA,NA,"Unempl, laid off"
"1258","No",0,35,12,"Moderate",NA,"No","No","Working fulltime"
"1259",NA,0,0,12,"Conservative","Disagree",NA,NA,"Working fulltime"
"1260","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Other"
"1261",NA,0,0,12,"Moderate","Strongly agree",NA,NA,"Keeping house"
"1262","Yes",NA,NA,14,"Extrmly conservative",NA,"No","No","Working fulltime"
"1263",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working fulltime"
"1264","No",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"1265",NA,0,70,14,"Moderate","Agree",NA,NA,"Working fulltime"
"1266","No",NA,NA,16,"Conservative",NA,NA,NA,"Retired"
"1267",NA,0,1,16,"Moderate","Disagree","Yes","Yes","School"
"1268","No",NA,NA,12,"Extremely liberal",NA,"Yes","Yes","Working fulltime"
"1269","Yes",0,1,12,"Moderate",NA,"No","No","Working fulltime"
"1270","No",NA,NA,11,"Liberal",NA,"No","Yes","Working fulltime"
"1271",NA,NA,NA,8,"Slightly liberal","Agree",NA,NA,"Retired"
"1272","No",0,5,20,"Liberal",NA,"Yes","Yes","Temp not working"
"1273","Yes",NA,NA,16,"Liberal",NA,"No","Yes","Working fulltime"
"1274",NA,0,48,8,"Moderate","Strongly agree","Yes","No","Retired"
"1275",NA,NA,NA,13,"Slightly liberal","Agree",NA,NA,"Retired"
"1276","No",NA,NA,11,"Moderate",NA,NA,NA,"Working fulltime"
"1277",NA,0,0,8,"Conservative","Agree",NA,NA,"Keeping house"
"1278","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Conservative",NA,"Yes","Yes","Keeping house"
"1279","No",0,1,12,"Slghtly conservative",NA,NA,NA,"Working parttime"
"1280",NA,0,28,12,"Moderate","Agree",NA,NA,"Other"
"1281","Yes",NA,NA,12,"Moderate",NA,"Yes","Yes","Working fulltime"
"1282",NA,0,6,14,"Moderate","Strongly agree","No","No","Working fulltime"
"1283",NA,NA,NA,12,"Slghtly conservative","Disagree",NA,NA,"Retired"
"1284","No",NA,NA,16,"Moderate",NA,"Yes","Yes","Working fulltime"
"1285",NA,0,20,20,"Slightly liberal","Strongly agree","No","No","Working fulltime"
"1286","No",0,1,12,"Extrmly conservative",NA,"No","No","Retired"
"1287","No",NA,NA,12,"Conservative",NA,"Yes","Yes","Working fulltime"
"1288","No",NA,NA,14,"Conservative",NA,NA,NA,"Keeping house"
"1289","No",0,0,6,"Moderate",NA,NA,NA,"Working fulltime"
"1290",NA,0,0,13,"Slightly liberal","Agree",NA,NA,"Retired"
"1291",NA,30,0,16,"Conservative","Agree",NA,NA,"Working fulltime"
"1292",NA,0,20,13,"Moderate","Agree",NA,NA,"Working fulltime"
"1293","Yes",NA,NA,14,"Moderate",NA,NA,NA,"Working parttime"
"1294",NA,0,1,11,"Moderate","Agree",NA,NA,"Working parttime"
"1295","No",NA,NA,12,"Extremely liberal",NA,"No","No","Unempl, laid off"
"1296",NA,0,25,13,"Liberal","Agree","No","No","Working parttime"
"1297",NA,0,7,13,"Moderate","Agree",NA,NA,"Working fulltime"
"1298","No",0,40,16,"Slghtly conservative",NA,NA,NA,"Working fulltime"
"1299","Yes",0,1,16,"Conservative",NA,"No","Yes","Working fulltime"
"1300",NA,0,1,16,"Conservative","Agree",NA,NA,"Keeping house"
"1301","No",NA,NA,14,"Moderate",NA,"No","No","Working parttime"
"1302",NA,0,2,19,"Slghtly conservative","Agree","No","Yes","Working parttime"
"1303","Yes",NA,NA,12,"Moderate",NA,"No","No","Working parttime"
"1304","Yes",NA,NA,13,"Extrmly conservative",NA,NA,NA,"Retired"
"1305","No",NA,NA,14,"Liberal",NA,NA,NA,"Retired"
"1306","No",NA,NA,9,"Moderate",NA,NA,NA,"Working fulltime"
"1307",NA,0,7,14,"Liberal","Strongly agree",NA,NA,"Working parttime"
"1308","Does not apply (i do not have a job/superior/co-worker)",NA,NA,6,"Slightly liberal",NA,"No","No","Retired"
"1309",NA,NA,NA,12,"Moderate","Strongly agree",NA,NA,"Working parttime"
"1310",NA,0,1,9,"Slghtly conservative","Agree",NA,NA,"Working parttime"
"1311","No",NA,NA,9,"Conservative",NA,"No","Yes","Working fulltime"
"1312",NA,0,3,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1313","Yes",NA,NA,6,"Moderate",NA,NA,NA,"Working fulltime"
"1314",NA,NA,NA,14,"Moderate","Disagree",NA,NA,"Working parttime"
"1315","Does not apply (i do not have a job/superior/co-worker)",NA,NA,9,"Moderate",NA,NA,NA,"Retired"
"1316","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"1317","No",NA,NA,16,"Conservative",NA,"No","No","Retired"
"1318",NA,0,1,12,"Conservative","Agree",NA,NA,"Retired"
"1319",NA,NA,NA,12,"Slightly liberal","Agree",NA,NA,"Retired"
"1320","No",NA,NA,16,"Extrmly conservative",NA,"No","No","Other"
"1321","No",NA,NA,12,"Conservative",NA,NA,NA,"Retired"
"1322",NA,0,3,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1323","No",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"1324",NA,0,30,17,"Moderate","Agree",NA,NA,"Working fulltime"
"1325","No",NA,NA,12,"Conservative",NA,NA,NA,"Keeping house"
"1326",NA,30,1,16,"Moderate","Agree",NA,NA,"Retired"
"1327","No",NA,NA,16,"Extrmly conservative",NA,"Yes","Yes","Working fulltime"
"1328",NA,0,20,16,"Conservative","Strongly agree","Yes","Yes","Working fulltime"
"1329",NA,0,15,16,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1330","Yes",NA,NA,18,"Moderate",NA,"No","No","Unempl, laid off"
"1331","No",0,3,18,"Conservative",NA,"No","No","Working fulltime"
"1332","Yes",NA,NA,19,"Slightly liberal",NA,"No","No","Working fulltime"
"1333",NA,0,20,18,"Liberal","Agree","No","Yes","Working fulltime"
"1334","No",NA,NA,14,"Liberal",NA,"No","No","Working fulltime"
"1335","No",NA,NA,16,"Moderate",NA,"No","No","Temp not working"
"1336",NA,0,0,19,"Moderate","Agree",NA,NA,"Retired"
"1337","No",NA,NA,20,"Liberal",NA,NA,NA,"Retired"
"1338","No",0,20,16,"Slightly liberal",NA,"No","No","Working fulltime"
"1339",NA,NA,NA,10,"Moderate","Agree",NA,NA,"Retired"
"1340","No",0,10,12,"Moderate",NA,"Yes","Yes","Working parttime"
"1341",NA,30,0,12,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"1342","No",NA,NA,13,"Moderate",NA,"No","No","Working parttime"
"1343","No",30,0,12,"Liberal",NA,"Yes","Yes","Other"
"1344",NA,0,20,16,"Moderate","Agree",NA,NA,"Working fulltime"
"1345",NA,0,1,14,"Moderate","Agree","No","No","Working fulltime"
"1346",NA,0,6,16,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","No",0,4,12,"Slghtly conservative",NA,"No","No","Retired"
"1349","No",NA,NA,16,"Slghtly conservative",NA,"No","No","Working fulltime"
"1350","No",NA,NA,17,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"1351","Yes",15,0,12,"Slghtly conservative",NA,NA,NA,"Retired"
"1352","Yes",NA,NA,10,"Moderate",NA,"No","No","Keeping house"
"1353",NA,0,4,NA,"Slghtly conservative","Disagree","No","Yes",NA
"1354","Yes",0,1,15,"Conservative",NA,"No","Yes","Working fulltime"
"1355","No",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"1356",NA,0,0,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1357",NA,0,0,15,"Moderate","Strongly agree",NA,NA,"Retired"
"1358","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Extrmly conservative",NA,NA,NA,"Retired"
"1359","No",NA,NA,12,NA,NA,NA,NA,"Unempl, laid off"
"1360",NA,30,0,12,"Moderate","Agree",NA,NA,"Other"
"1361","No",NA,NA,9,NA,NA,"Yes","Yes","Keeping house"
"1362",NA,0,10,16,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1363","No",0,2,9,"Liberal",NA,"No","No","Working fulltime"
"1364",NA,0,2,13,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1365","Does not apply (i do not have a job/superior/co-worker)",NA,NA,8,"Conservative",NA,NA,NA,"Keeping house"
"1366",NA,30,0,12,"Moderate","Agree",NA,NA,"Retired"
"1367",NA,NA,NA,10,NA,"Agree",NA,NA,"Retired"
"1368","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"1369","No",0,1,17,"Extremely liberal",NA,"No","No","Retired"
"1370",NA,20,0,15,"Liberal","Agree",NA,NA,"Unempl, laid off"
"1371",NA,0,1,12,"Moderate","Agree",NA,NA,"Working fulltime"
